'SV004619','NS038', 'HP030', 1, 2023, 'CTTT'
'SV000267','NS043', 'HP028', 2, 2020, 'CLC'
'SV000612','NS043', 'HP028', 2, 2020, 'CLC'
'SV002372','NS043', 'HP028', 2, 2020, 'CLC'
'SV007087','NS043', 'HP028', 2, 2020, 'CLC'
'SV002884','NS043', 'HP028', 2, 2020, 'CLC'
'SV005106','NS043', 'HP028', 2, 2020, 'CLC'
'SV006146','NS043', 'HP028', 2, 2020, 'CLC'
'SV001223','NS043', 'HP028', 2, 2020, 'CLC'
'SV004693','NS043', 'HP028', 2, 2020, 'CLC'
'SV005455','NS043', 'HP028', 2, 2020, 'CLC'
'SV006552','NS043', 'HP028', 2, 2020, 'CLC'
'SV005264','NS043', 'HP028', 2, 2020, 'CLC'
'SV005816','NS043', 'HP028', 2, 2020, 'CLC'
'SV001881','NS044', 'HP008', 1, 2022, 'CQ'
'SV004042','NS044', 'HP008', 1, 2022, 'CQ'
'SV007399','NS044', 'HP008', 1, 2022, 'CQ'
'SV000234','NS044', 'HP008', 1, 2022, 'CQ'
'SV000057','NS044', 'HP008', 1, 2022, 'CQ'
'SV001089','NS044', 'HP008', 1, 2022, 'CQ'
'SV000904','NS044', 'HP008', 1, 2022, 'CQ'
'SV000023','NS044', 'HP008', 1, 2022, 'CQ'
'SV007958','NS044', 'HP008', 1, 2022, 'CQ'
'SV006259','NS044', 'HP008', 1, 2022, 'CQ'
'SV004298','NS044', 'HP008', 1, 2022, 'CQ'
'SV005520','NS044', 'HP008', 1, 2022, 'CQ'
'SV005726','NS044', 'HP008', 1, 2022, 'CQ'
'SV003782','NS044', 'HP008', 1, 2022, 'CQ'
'SV007951','NS044', 'HP008', 1, 2022, 'CQ'
'SV002444','NS044', 'HP008', 1, 2022, 'CQ'
'SV004114','NS044', 'HP008', 1, 2022, 'CQ'
'SV007261','NS044', 'HP008', 1, 2022, 'CQ'
'SV001851','NS044', 'HP008', 1, 2022, 'CQ'
'SV006257','NS044', 'HP008', 1, 2022, 'CQ'
'SV002306','NS044', 'HP008', 1, 2022, 'CQ'
'SV002031','NS044', 'HP008', 1, 2022, 'CQ'
'SV001380','NS044', 'HP008', 1, 2022, 'CQ'
'SV007202','NS044', 'HP008', 1, 2022, 'CQ'
'SV005733','NS044', 'HP008', 1, 2022, 'CQ'
'SV005227','NS044', 'HP008', 1, 2022, 'CQ'
'SV001279','NS044', 'HP008', 1, 2022, 'CQ'
'SV002123','NS044', 'HP008', 1, 2022, 'CQ'
'SV007634','NS044', 'HP008', 1, 2022, 'CQ'
'SV004588','NS044', 'HP008', 1, 2022, 'CQ'
'SV007637','NS045', 'HP068', 3, 2025, 'CTTT'
'SV004015','NS045', 'HP068', 3, 2025, 'CTTT'
'SV001382','NS045', 'HP068', 3, 2025, 'CTTT'
'SV000511','NS045', 'HP068', 3, 2025, 'CTTT'
'SV002999','NS045', 'HP068', 3, 2025, 'CTTT'
'SV001258','NS045', 'HP068', 3, 2025, 'CTTT'
'SV001779','NS045', 'HP068', 3, 2025, 'CTTT'
'SV006620','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003123','NS045', 'HP068', 3, 2025, 'CTTT'
'SV004944','NS045', 'HP068', 3, 2025, 'CTTT'
'SV000058','NS045', 'HP068', 3, 2025, 'CTTT'
'SV000886','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003329','NS045', 'HP068', 3, 2025, 'CTTT'
'SV000232','NS045', 'HP068', 3, 2025, 'CTTT'
'SV002623','NS045', 'HP068', 3, 2025, 'CTTT'
'SV007541','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003246','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003149','NS045', 'HP068', 3, 2025, 'CTTT'
'SV001249','NS045', 'HP068', 3, 2025, 'CTTT'
'SV007650','NS045', 'HP068', 3, 2025, 'CTTT'
'SV000272','NS045', 'HP068', 3, 2025, 'CTTT'
'SV005419','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003214','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003048','NS045', 'HP068', 3, 2025, 'CTTT'
'SV004505','NS045', 'HP068', 3, 2025, 'CTTT'
'SV007708','NS045', 'HP068', 3, 2025, 'CTTT'
'SV001925','NS045', 'HP068', 3, 2025, 'CTTT'
'SV006293','NS045', 'HP068', 3, 2025, 'CTTT'
'SV002159','NS045', 'HP068', 3, 2025, 'CTTT'
'SV003753','NS045', 'HP068', 3, 2025, 'CTTT'
'SV001170','NS046', 'HP063', 2, 2024, 'CQ'
'SV000206','NS046', 'HP063', 2, 2024, 'CQ'
'SV006674','NS046', 'HP063', 2, 2024, 'CQ'
'SV002026','NS046', 'HP063', 2, 2024, 'CQ'
'SV003855','NS046', 'HP063', 2, 2024, 'CQ'
'SV001074','NS046', 'HP063', 2, 2024, 'CQ'
'SV004416','NS046', 'HP063', 2, 2024, 'CQ'
'SV001044','NS046', 'HP063', 2, 2024, 'CQ'
'SV003771','NS046', 'HP063', 2, 2024, 'CQ'
'SV000337','NS046', 'HP063', 2, 2024, 'CQ'
'SV001359','NS046', 'HP063', 2, 2024, 'CQ'
'SV003303','NS046', 'HP063', 2, 2024, 'CQ'
'SV002396','NS046', 'HP063', 2, 2024, 'CQ'
'SV001735','NS046', 'HP063', 2, 2024, 'CQ'
'SV007651','NS046', 'HP063', 2, 2024, 'CQ'
'SV000236','NS046', 'HP063', 2, 2024, 'CQ'
'SV004321','NS046', 'HP063', 2, 2024, 'CQ'
'SV002785','NS046', 'HP063', 2, 2024, 'CQ'
'SV007240','NS046', 'HP063', 2, 2024, 'CQ'
'SV003787','NS046', 'HP063', 2, 2024, 'CQ'
'SV004169','NS046', 'HP063', 2, 2024, 'CQ'
'SV006978','NS046', 'HP063', 2, 2024, 'CQ'
'SV001258','NS046', 'HP063', 2, 2024, 'CQ'
'SV002838','NS046', 'HP063', 2, 2024, 'CQ'
'SV007652','NS046', 'HP063', 2, 2024, 'CQ'
'SV003913','NS046', 'HP063', 2, 2024, 'CQ'
'SV005136','NS046', 'HP063', 2, 2024, 'CQ'
'SV005828','NS046', 'HP063', 2, 2024, 'CQ'
'SV006560','NS046', 'HP063', 2, 2024, 'CQ'
'SV005464','NS046', 'HP063', 2, 2024, 'CQ'
'SV003318','NS047', 'HP019', 3, 2020, 'CQ'
'SV002348','NS047', 'HP019', 3, 2020, 'CQ'
'SV004518','NS047', 'HP019', 3, 2020, 'CQ'
'SV003098','NS047', 'HP019', 3, 2020, 'CQ'
'SV004139','NS047', 'HP019', 3, 2020, 'CQ'
'SV004376','NS047', 'HP019', 3, 2020, 'CQ'
'SV000801','NS047', 'HP019', 3, 2020, 'CQ'
'SV005724','NS047', 'HP019', 3, 2020, 'CQ'
'SV002913','NS047', 'HP019', 3, 2020, 'CQ'
'SV001303','NS047', 'HP019', 3, 2020, 'CQ'
'SV007621','NS047', 'HP019', 3, 2020, 'CQ'
'SV005601','NS047', 'HP019', 3, 2020, 'CQ'
'SV004484','NS047', 'HP019', 3, 2020, 'CQ'
'SV001870','NS047', 'HP019', 3, 2020, 'CQ'
'SV003297','NS047', 'HP019', 3, 2020, 'CQ'
'SV005857','NS047', 'HP019', 3, 2020, 'CQ'
'SV005075','NS047', 'HP019', 3, 2020, 'CQ'
'SV006939','NS047', 'HP019', 3, 2020, 'CQ'
'SV002025','NS047', 'HP019', 3, 2020, 'CQ'
'SV002900','NS047', 'HP019', 3, 2020, 'CQ'
'SV003583','NS047', 'HP019', 3, 2020, 'CQ'
'SV000772','NS047', 'HP019', 3, 2020, 'CQ'
'SV005415','NS047', 'HP019', 3, 2020, 'CQ'
'SV007326','NS047', 'HP019', 3, 2020, 'CQ'
'SV000414','NS047', 'HP019', 3, 2020, 'CQ'
'SV001614','NS047', 'HP019', 3, 2020, 'CQ'
'SV005677','NS047', 'HP019', 3, 2020, 'CQ'
'SV007655','NS047', 'HP019', 3, 2020, 'CQ'
'SV002280','NS047', 'HP019', 3, 2020, 'CQ'
'SV004143','NS047', 'HP019', 3, 2020, 'CQ'
'SV005362','NS038', 'HP062', 3, 2025, 'CLC'
'SV001101','NS038', 'HP062', 3, 2025, 'CLC'
'SV006268','NS038', 'HP062', 3, 2025, 'CLC'
'SV002377','NS038', 'HP062', 3, 2025, 'CLC'
'SV007419','NS038', 'HP062', 3, 2025, 'CLC'
'SV007579','NS038', 'HP062', 3, 2025, 'CLC'
'SV005388','NS038', 'HP062', 3, 2025, 'CLC'
'SV003062','NS038', 'HP062', 3, 2025, 'CLC'
'SV006950','NS038', 'HP062', 3, 2025, 'CLC'
'SV007543','NS038', 'HP062', 3, 2025, 'CLC'
'SV000936','NS038', 'HP062', 3, 2025, 'CLC'
'SV004419','NS038', 'HP062', 3, 2025, 'CLC'
'SV004076','NS038', 'HP062', 3, 2025, 'CLC'
'SV007355','NS038', 'HP062', 3, 2025, 'CLC'
'SV003584','NS038', 'HP062', 3, 2025, 'CLC'
'SV001243','NS038', 'HP062', 3, 2025, 'CLC'
'SV006566','NS038', 'HP062', 3, 2025, 'CLC'
'SV000933','NS038', 'HP062', 3, 2025, 'CLC'
'SV003426','NS038', 'HP062', 3, 2025, 'CLC'
'SV003911','NS038', 'HP062', 3, 2025, 'CLC'
'SV004020','NS038', 'HP062', 3, 2025, 'CLC'
'SV002354','NS038', 'HP062', 3, 2025, 'CLC'
'SV001176','NS038', 'HP062', 3, 2025, 'CLC'
'SV004760','NS038', 'HP062', 3, 2025, 'CLC'
'SV007988','NS038', 'HP062', 3, 2025, 'CLC'
'SV006125','NS038', 'HP062', 3, 2025, 'CLC'
'SV007258','NS038', 'HP062', 3, 2025, 'CLC'
'SV000092','NS038', 'HP062', 3, 2025, 'CLC'
'SV007034','NS038', 'HP062', 3, 2025, 'CLC'
'SV004904','NS038', 'HP062', 3, 2025, 'CLC'
'SV007856','NS039', 'HP045', 1, 2023, 'CQ'
'SV007726','NS039', 'HP045', 1, 2023, 'CQ'
'SV004800','NS039', 'HP045', 1, 2023, 'CQ'
'SV003582','NS039', 'HP045', 1, 2023, 'CQ'
'SV004524','NS039', 'HP045', 1, 2023, 'CQ'
'SV001662','NS039', 'HP045', 1, 2023, 'CQ'
'SV003492','NS039', 'HP045', 1, 2023, 'CQ'
'SV002274','NS039', 'HP045', 1, 2023, 'CQ'
'SV004895','NS039', 'HP045', 1, 2023, 'CQ'
'SV003858','NS039', 'HP045', 1, 2023, 'CQ'
'SV006632','NS039', 'HP045', 1, 2023, 'CQ'
'SV007055','NS039', 'HP045', 1, 2023, 'CQ'
'SV004465','NS039', 'HP045', 1, 2023, 'CQ'
'SV004664','NS039', 'HP045', 1, 2023, 'CQ'
'SV000274','NS039', 'HP045', 1, 2023, 'CQ'
'SV001733','NS039', 'HP045', 1, 2023, 'CQ'
'SV007519','NS039', 'HP045', 1, 2023, 'CQ'
'SV006161','NS039', 'HP045', 1, 2023, 'CQ'
'SV006330','NS039', 'HP045', 1, 2023, 'CQ'
'SV002602','NS039', 'HP045', 1, 2023, 'CQ'
'SV001260','NS039', 'HP045', 1, 2023, 'CQ'
'SV002957','NS039', 'HP045', 1, 2023, 'CQ'
'SV006044','NS039', 'HP045', 1, 2023, 'CQ'
'SV006931','NS039', 'HP045', 1, 2023, 'CQ'
'SV003806','NS039', 'HP045', 1, 2023, 'CQ'
'SV001780','NS039', 'HP045', 1, 2023, 'CQ'
'SV005783','NS039', 'HP045', 1, 2023, 'CQ'
'SV000545','NS039', 'HP045', 1, 2023, 'CQ'
'SV007498','NS039', 'HP045', 1, 2023, 'CQ'
'SV004644','NS039', 'HP045', 1, 2023, 'CQ'
'SV005638','NS040', 'HP062', 2, 2021, 'CQ'
'SV006047','NS040', 'HP062', 2, 2021, 'CQ'
'SV007964','NS040', 'HP062', 2, 2021, 'CQ'
'SV007640','NS040', 'HP062', 2, 2021, 'CQ'
'SV005426','NS040', 'HP062', 2, 2021, 'CQ'
'SV005312','NS040', 'HP062', 2, 2021, 'CQ'
'SV007526','NS040', 'HP062', 2, 2021, 'CQ'
'SV003212','NS040', 'HP062', 2, 2021, 'CQ'
'SV001352','NS040', 'HP062', 2, 2021, 'CQ'
'SV006849','NS040', 'HP062', 2, 2021, 'CQ'
'SV003465','NS040', 'HP062', 2, 2021, 'CQ'
'SV002526','NS040', 'HP062', 2, 2021, 'CQ'
'SV003299','NS040', 'HP062', 2, 2021, 'CQ'
'SV006137','NS040', 'HP062', 2, 2021, 'CQ'
'SV002434','NS040', 'HP062', 2, 2021, 'CQ'
'SV003746','NS040', 'HP062', 2, 2021, 'CQ'
'SV006364','NS040', 'HP062', 2, 2021, 'CQ'
'SV001363','NS040', 'HP062', 2, 2021, 'CQ'
'SV004207','NS040', 'HP062', 2, 2021, 'CQ'
'SV002278','NS040', 'HP062', 2, 2021, 'CQ'
'SV002561','NS040', 'HP062', 2, 2021, 'CQ'
'SV006824','NS040', 'HP062', 2, 2021, 'CQ'
'SV000807','NS040', 'HP062', 2, 2021, 'CQ'
'SV006886','NS040', 'HP062', 2, 2021, 'CQ'
'SV006917','NS040', 'HP062', 2, 2021, 'CQ'
'SV001375','NS040', 'HP062', 2, 2021, 'CQ'
'SV003471','NS040', 'HP062', 2, 2021, 'CQ'
'SV007312','NS040', 'HP062', 2, 2021, 'CQ'
'SV002547','NS040', 'HP062', 2, 2021, 'CQ'
'SV005077','NS040', 'HP062', 2, 2021, 'CQ'
'SV003663','NS041', 'HP061', 3, 2021, 'VP'
'SV006746','NS041', 'HP061', 3, 2021, 'VP'
'SV001700','NS041', 'HP061', 3, 2021, 'VP'
'SV005871','NS041', 'HP061', 3, 2021, 'VP'
'SV007824','NS041', 'HP061', 3, 2021, 'VP'
'SV005501','NS041', 'HP061', 3, 2021, 'VP'
'SV004872','NS041', 'HP061', 3, 2021, 'VP'
'SV004213','NS041', 'HP061', 3, 2021, 'VP'
'SV004210','NS041', 'HP061', 3, 2021, 'VP'
'SV001124','NS041', 'HP061', 3, 2021, 'VP'
'SV003614','NS041', 'HP061', 3, 2021, 'VP'
'SV005810','NS041', 'HP061', 3, 2021, 'VP'
'SV006755','NS041', 'HP061', 3, 2021, 'VP'
'SV005799','NS041', 'HP061', 3, 2021, 'VP'
'SV005454','NS041', 'HP061', 3, 2021, 'VP'
'SV004964','NS041', 'HP061', 3, 2021, 'VP'
'SV004482','NS041', 'HP061', 3, 2021, 'VP'
'SV001821','NS041', 'HP061', 3, 2021, 'VP'
'SV006005','NS041', 'HP061', 3, 2021, 'VP'
'SV000644','NS041', 'HP061', 3, 2021, 'VP'
'SV003785','NS041', 'HP061', 3, 2021, 'VP'
'SV007298','NS041', 'HP061', 3, 2021, 'VP'
'SV001607','NS041', 'HP061', 3, 2021, 'VP'
'SV004152','NS041', 'HP061', 3, 2021, 'VP'
'SV004681','NS041', 'HP061', 3, 2021, 'VP'
'SV007947','NS041', 'HP061', 3, 2021, 'VP'
'SV004038','NS041', 'HP061', 3, 2021, 'VP'
'SV002984','NS041', 'HP061', 3, 2021, 'VP'
'SV004875','NS041', 'HP061', 3, 2021, 'VP'
'SV005108','NS042', 'HP039', 3, 2021, 'CQ'
'SV007040','NS042', 'HP039', 3, 2021, 'CQ'
'SV007390','NS042', 'HP039', 3, 2021, 'CQ'
'SV001782','NS042', 'HP039', 3, 2021, 'CQ'
'SV001559','NS042', 'HP039', 3, 2021, 'CQ'
'SV006555','NS042', 'HP039', 3, 2021, 'CQ'
'SV001628','NS042', 'HP039', 3, 2021, 'CQ'
'SV004930','NS042', 'HP039', 3, 2021, 'CQ'
'SV007011','NS042', 'HP039', 3, 2021, 'CQ'
'SV004888','NS042', 'HP039', 3, 2021, 'CQ'
'SV006244','NS042', 'HP039', 3, 2021, 'CQ'
'SV004963','NS042', 'HP039', 3, 2021, 'CQ'
'SV000349','NS042', 'HP039', 3, 2021, 'CQ'
'SV003534','NS042', 'HP039', 3, 2021, 'CQ'
'SV005020','NS042', 'HP039', 3, 2021, 'CQ'
'SV003946','NS042', 'HP039', 3, 2021, 'CQ'
'SV007406','NS042', 'HP039', 3, 2021, 'CQ'
'SV006376','NS042', 'HP039', 3, 2021, 'CQ'
'SV003896','NS042', 'HP039', 3, 2021, 'CQ'
'SV004384','NS042', 'HP039', 3, 2021, 'CQ'
'SV006324','NS042', 'HP039', 3, 2021, 'CQ'
'SV007799','NS042', 'HP039', 3, 2021, 'CQ'
'SV002287','NS042', 'HP039', 3, 2021, 'CQ'
'SV006740','NS042', 'HP039', 3, 2021, 'CQ'
'SV000052','NS042', 'HP039', 3, 2021, 'CQ'
'SV000815','NS042', 'HP039', 3, 2021, 'CQ'
'SV000894','NS042', 'HP039', 3, 2021, 'CQ'
'SV007175','NS042', 'HP039', 3, 2021, 'CQ'
'SV002857','NS042', 'HP039', 3, 2021, 'CQ'
'SV004255','NS042', 'HP039', 3, 2021, 'CQ'
'SV006512','NS043', 'HP020', 1, 2020, 'CQ'
'SV005353','NS043', 'HP020', 1, 2020, 'CQ'
'SV006979','NS043', 'HP020', 1, 2020, 'CQ'
'SV007812','NS043', 'HP020', 1, 2020, 'CQ'
'SV007908','NS043', 'HP020', 1, 2020, 'CQ'
'SV007965','NS043', 'HP020', 1, 2020, 'CQ'
'SV007889','NS043', 'HP020', 1, 2020, 'CQ'
'SV007636','NS043', 'HP020', 1, 2020, 'CQ'
'SV004094','NS043', 'HP020', 1, 2020, 'CQ'
'SV005040','NS043', 'HP020', 1, 2020, 'CQ'
'SV007187','NS043', 'HP020', 1, 2020, 'CQ'
'SV006261','NS043', 'HP020', 1, 2020, 'CQ'
'SV001187','NS043', 'HP020', 1, 2020, 'CQ'
'SV003786','NS043', 'HP020', 1, 2020, 'CQ'
'SV002466','NS043', 'HP020', 1, 2020, 'CQ'
'SV006179','NS043', 'HP020', 1, 2020, 'CQ'
'SV000105','NS043', 'HP020', 1, 2020, 'CQ'
'SV004893','NS043', 'HP020', 1, 2020, 'CQ'
'SV006366','NS043', 'HP020', 1, 2020, 'CQ'
'SV006840','NS043', 'HP020', 1, 2020, 'CQ'
'SV006667','NS043', 'HP020', 1, 2020, 'CQ'
'SV002762','NS043', 'HP020', 1, 2020, 'CQ'
'SV005718','NS043', 'HP020', 1, 2020, 'CQ'
'SV007339','NS043', 'HP020', 1, 2020, 'CQ'
'SV001861','NS043', 'HP020', 1, 2020, 'CQ'
'SV001396','NS043', 'HP020', 1, 2020, 'CQ'
'SV000651','NS043', 'HP020', 1, 2020, 'CQ'
'SV005378','NS043', 'HP020', 1, 2020, 'CQ'
'SV004512','NS043', 'HP020', 1, 2020, 'CQ'
'SV003197','NS043', 'HP020', 1, 2020, 'CQ'
'SV005090','NS044', 'HP026', 2, 2021, 'CTTT'
'SV002559','NS044', 'HP026', 2, 2021, 'CTTT'
'SV001319','NS044', 'HP026', 2, 2021, 'CTTT'
'SV002900','NS044', 'HP026', 2, 2021, 'CTTT'
'SV000545','NS044', 'HP026', 2, 2021, 'CTTT'
'SV000181','NS044', 'HP026', 2, 2021, 'CTTT'
'SV003097','NS044', 'HP026', 2, 2021, 'CTTT'
'SV000671','NS044', 'HP026', 2, 2021, 'CTTT'
'SV006139','NS044', 'HP026', 2, 2021, 'CTTT'
'SV007446','NS044', 'HP026', 2, 2021, 'CTTT'
'SV004471','NS044', 'HP026', 2, 2021, 'CTTT'
'SV003757','NS044', 'HP026', 2, 2021, 'CTTT'
'SV001425','NS044', 'HP026', 2, 2021, 'CTTT'
'SV005775','NS044', 'HP026', 2, 2021, 'CTTT'
'SV005761','NS044', 'HP026', 2, 2021, 'CTTT'
'SV002328','NS044', 'HP026', 2, 2021, 'CTTT'
'SV004511','NS044', 'HP026', 2, 2021, 'CTTT'
'SV003833','NS044', 'HP026', 2, 2021, 'CTTT'
'SV005951','NS044', 'HP026', 2, 2021, 'CTTT'
'SV004843','NS044', 'HP026', 2, 2021, 'CTTT'
'SV004822','NS044', 'HP026', 2, 2021, 'CTTT'
'SV001138','NS044', 'HP026', 2, 2021, 'CTTT'
'SV003087','NS044', 'HP026', 2, 2021, 'CTTT'
'SV004039','NS044', 'HP026', 2, 2021, 'CTTT'
'SV000500','NS044', 'HP026', 2, 2021, 'CTTT'
'SV004216','NS044', 'HP026', 2, 2021, 'CTTT'
'SV007174','NS044', 'HP026', 2, 2021, 'CTTT'
'SV002793','NS044', 'HP026', 2, 2021, 'CTTT'
'SV005630','NS044', 'HP026', 2, 2021, 'CTTT'
'SV006154','NS044', 'HP026', 2, 2021, 'CTTT'
'SV000010','NS045', 'HP022', 1, 2020, 'CQ'
'SV006232','NS045', 'HP022', 1, 2020, 'CQ'
'SV006394','NS045', 'HP022', 1, 2020, 'CQ'
'SV001891','NS045', 'HP022', 1, 2020, 'CQ'
'SV001508','NS045', 'HP022', 1, 2020, 'CQ'
'SV002595','NS045', 'HP022', 1, 2020, 'CQ'
'SV005264','NS045', 'HP022', 1, 2020, 'CQ'
'SV000165','NS045', 'HP022', 1, 2020, 'CQ'
'SV000255','NS045', 'HP022', 1, 2020, 'CQ'
'SV000350','NS045', 'HP022', 1, 2020, 'CQ'
'SV006289','NS045', 'HP022', 1, 2020, 'CQ'
'SV007800','NS045', 'HP022', 1, 2020, 'CQ'
'SV003092','NS045', 'HP022', 1, 2020, 'CQ'
'SV003079','NS045', 'HP022', 1, 2020, 'CQ'
'SV005108','NS045', 'HP022', 1, 2020, 'CQ'
'SV001167','NS045', 'HP022', 1, 2020, 'CQ'
'SV007873','NS045', 'HP022', 1, 2020, 'CQ'
'SV004414','NS045', 'HP022', 1, 2020, 'CQ'
'SV006960','NS045', 'HP022', 1, 2020, 'CQ'
'SV000505','NS045', 'HP022', 1, 2020, 'CQ'
'SV005980','NS045', 'HP022', 1, 2020, 'CQ'
'SV006246','NS045', 'HP022', 1, 2020, 'CQ'
'SV001900','NS045', 'HP022', 1, 2020, 'CQ'
'SV007166','NS045', 'HP022', 1, 2020, 'CQ'
'SV002035','NS045', 'HP022', 1, 2020, 'CQ'
'SV005660','NS045', 'HP022', 1, 2020, 'CQ'
'SV004052','NS045', 'HP022', 1, 2020, 'CQ'
'SV007494','NS045', 'HP022', 1, 2020, 'CQ'
'SV007079','NS045', 'HP022', 1, 2020, 'CQ'
'SV007001','NS045', 'HP022', 1, 2020, 'CQ'
'SV003633','NS046', 'HP014', 3, 2025, 'CLC'
'SV001080','NS046', 'HP014', 3, 2025, 'CLC'
'SV007190','NS046', 'HP014', 3, 2025, 'CLC'
'SV007642','NS046', 'HP014', 3, 2025, 'CLC'
'SV007808','NS046', 'HP014', 3, 2025, 'CLC'
'SV004773','NS046', 'HP014', 3, 2025, 'CLC'
'SV004467','NS046', 'HP014', 3, 2025, 'CLC'
'SV002978','NS046', 'HP014', 3, 2025, 'CLC'
'SV000946','NS046', 'HP014', 3, 2025, 'CLC'
'SV007051','NS046', 'HP014', 3, 2025, 'CLC'
'SV004757','NS046', 'HP014', 3, 2025, 'CLC'
'SV001152','NS046', 'HP014', 3, 2025, 'CLC'
'SV005609','NS046', 'HP014', 3, 2025, 'CLC'
'SV002727','NS046', 'HP014', 3, 2025, 'CLC'
'SV003238','NS046', 'HP014', 3, 2025, 'CLC'
'SV002215','NS046', 'HP014', 3, 2025, 'CLC'
'SV007399','NS046', 'HP014', 3, 2025, 'CLC'
'SV002088','NS046', 'HP014', 3, 2025, 'CLC'
'SV001120','NS046', 'HP014', 3, 2025, 'CLC'
'SV002117','NS046', 'HP014', 3, 2025, 'CLC'
'SV003871','NS046', 'HP014', 3, 2025, 'CLC'
'SV003884','NS046', 'HP014', 3, 2025, 'CLC'
'SV000084','NS046', 'HP014', 3, 2025, 'CLC'
'SV002824','NS046', 'HP014', 3, 2025, 'CLC'
'SV001390','NS046', 'HP014', 3, 2025, 'CLC'
'SV007721','NS046', 'HP014', 3, 2025, 'CLC'
'SV007675','NS046', 'HP014', 3, 2025, 'CLC'
'SV007205','NS046', 'HP014', 3, 2025, 'CLC'
'SV000733','NS046', 'HP014', 3, 2025, 'CLC'
'SV005595','NS046', 'HP014', 3, 2025, 'CLC'
'SV006232','NS047', 'HP010', 1, 2021, 'CQ'
'SV000274','NS047', 'HP010', 1, 2021, 'CQ'
'SV007028','NS047', 'HP010', 1, 2021, 'CQ'
'SV005973','NS047', 'HP010', 1, 2021, 'CQ'
'SV002225','NS047', 'HP010', 1, 2021, 'CQ'
'SV002584','NS047', 'HP010', 1, 2021, 'CQ'
'SV004446','NS047', 'HP010', 1, 2021, 'CQ'
'SV005276','NS047', 'HP010', 1, 2021, 'CQ'
'SV000451','NS047', 'HP010', 1, 2021, 'CQ'
'SV003912','NS047', 'HP010', 1, 2021, 'CQ'
'SV006085','NS047', 'HP010', 1, 2021, 'CQ'
'SV002048','NS047', 'HP010', 1, 2021, 'CQ'
'SV006888','NS047', 'HP010', 1, 2021, 'CQ'
'SV006672','NS047', 'HP010', 1, 2021, 'CQ'
'SV001119','NS047', 'HP010', 1, 2021, 'CQ'
'SV001671','NS047', 'HP010', 1, 2021, 'CQ'
'SV000496','NS047', 'HP010', 1, 2021, 'CQ'
'SV006852','NS047', 'HP010', 1, 2021, 'CQ'
'SV007852','NS047', 'HP010', 1, 2021, 'CQ'
'SV001884','NS047', 'HP010', 1, 2021, 'CQ'
'SV005200','NS047', 'HP010', 1, 2021, 'CQ'
'SV004274','NS047', 'HP010', 1, 2021, 'CQ'
'SV006987','NS047', 'HP010', 1, 2021, 'CQ'
'SV006406','NS047', 'HP010', 1, 2021, 'CQ'
'SV002505','NS047', 'HP010', 1, 2021, 'CQ'
'SV004586','NS047', 'HP010', 1, 2021, 'CQ'
'SV000643','NS047', 'HP010', 1, 2021, 'CQ'
'SV006873','NS047', 'HP010', 1, 2021, 'CQ'
'SV006650','NS047', 'HP010', 1, 2021, 'CQ'
'SV002077','NS047', 'HP010', 1, 2021, 'CQ'
'SV002946','NS038', 'HP063', 3, 2024, 'CTTT'
'SV000901','NS038', 'HP063', 3, 2024, 'CTTT'
'SV005646','NS038', 'HP063', 3, 2024, 'CTTT'
'SV007406','NS038', 'HP063', 3, 2024, 'CTTT'
'SV007924','NS038', 'HP063', 3, 2024, 'CTTT'
'SV001246','NS038', 'HP063', 3, 2024, 'CTTT'
'SV006288','NS038', 'HP063', 3, 2024, 'CTTT'
'SV006643','NS038', 'HP063', 3, 2024, 'CTTT'
'SV000201','NS038', 'HP063', 3, 2024, 'CTTT'
'SV004381','NS038', 'HP063', 3, 2024, 'CTTT'
'SV005956','NS038', 'HP063', 3, 2024, 'CTTT'
'SV001257','NS038', 'HP063', 3, 2024, 'CTTT'
'SV003888','NS038', 'HP063', 3, 2024, 'CTTT'
'SV007600','NS038', 'HP063', 3, 2024, 'CTTT'
'SV003676','NS038', 'HP063', 3, 2024, 'CTTT'
'SV004031','NS038', 'HP063', 3, 2024, 'CTTT'
'SV004900','NS038', 'HP063', 3, 2024, 'CTTT'
'SV006702','NS038', 'HP063', 3, 2024, 'CTTT'
'SV006597','NS038', 'HP063', 3, 2024, 'CTTT'
'SV004480','NS038', 'HP063', 3, 2024, 'CTTT'
'SV002146','NS038', 'HP063', 3, 2024, 'CTTT'
'SV007267','NS038', 'HP063', 3, 2024, 'CTTT'
'SV002282','NS038', 'HP063', 3, 2024, 'CTTT'
'SV002163','NS038', 'HP063', 3, 2024, 'CTTT'
'SV004299','NS038', 'HP063', 3, 2024, 'CTTT'
'SV005762','NS038', 'HP063', 3, 2024, 'CTTT'
'SV007923','NS038', 'HP063', 3, 2024, 'CTTT'
'SV002866','NS038', 'HP063', 3, 2024, 'CTTT'
'SV003277','NS038', 'HP063', 3, 2024, 'CTTT'
'SV002423','NS038', 'HP063', 3, 2024, 'CTTT'
'SV002649','NS039', 'HP067', 1, 2025, 'CLC'
